"Yr","Seas","FltSvy","Gender","Part","Ageerr","Lbin_lo","Lbin_hi","Nsamp","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","m11","m12","m13","m14","m15","m16","m17","m18","m19","m20","m21"
2006,7,2,1,0,1,20,20,18,0,0,6,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,22,22,16,0,0,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,24,24,16,0,0,1,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,26,26,16,0,0,0,3,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,28,28,18,0,0,0,0,6,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,30,30,13,0,0,0,0,2,2,4,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,2,0,0,2,0,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,32,32,18,0,0,0,0,1,4,1,4,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,2,4,0,1,1,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,34,34,18,0,0,0,0,1,0,3,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,3,3,3,0,0,0,0,0,0,0,0,0,0
2006,7,2,1,0,1,36,36,18,0,0,0,0,0,0,1,0,7,5,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,5,1,2,0,1,0,0,1,0,0,0,0
2006,7,2,1,0,1,38,38,17,0,0,0,0,0,0,0,3,4,1,2,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,0,3,2,0,1,1,0,0,0,0
2006,7,2,1,0,1,40,40,15,0,0,0,0,0,0,0,1,2,1,0,2,1,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,1,2,1,0,2,1,1,2,0,1,2,0,1,1
2006,7,2,1,0,1,42,42,17,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,0,2,1,2,1,4,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,0,2,1,2,1,4
2006,7,2,1,0,1,44,44,17,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,1,2,1,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,1,2,1,0,1,5
2006,7,2,1,0,1,46,46,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,2,1,3
2006,7,2,1,0,1,48,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
2006,7,2,1,0,1,50,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2007,7,2,1,0,1,6,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,8,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,10,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,12,12,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,14,14,10,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,16,16,12,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,18,18,17,0,0,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,20,20,18,0,0,1,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,22,22,19,0,0,1,8,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,24,24,16,0,0,2,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,26,26,18,0,0,0,5,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,28,28,18,0,0,0,2,3,6,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,6,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2007,7,2,1,0,1,30,30,19,0,0,0,1,1,4,1,4,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,4,1,4,3,3,0,0,0,0,0,0,0,2,0,0,0
2007,7,2,1,0,1,32,32,19,0,0,0,0,0,0,0,7,3,2,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,3,2,1,1,2,1,0,1,0,0,1,0,0
2007,7,2,1,0,1,34,34,19,0,0,0,0,0,3,0,3,2,1,2,1,3,1,1,0,0,0,0,0,2,0,0,0,0,0,3,0,3,2,1,2,1,3,1,1,0,0,0,0,0,2
2007,7,2,1,0,1,36,36,18,0,0,0,0,0,0,1,3,2,3,1,1,2,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,3,2,3,1,1,2,1,0,1,0,1,1,0,1
2007,7,2,1,0,1,38,38,19,0,0,0,0,0,0,0,2,4,1,3,1,2,1,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,4,1,3,1,2,1,0,0,2,1,0,0,2
2007,7,2,1,0,1,40,40,18,0,0,0,0,0,0,0,0,1,1,2,2,2,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,4,2,2,1,0,0,0
2007,7,2,1,0,1,42,42,18,0,0,0,0,0,0,0,0,3,2,2,3,1,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,2,3,1,2,1,2,0,0,0,1,1
2007,7,2,1,0,1,44,44,14,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,1,2,1,1,0,2
2007,7,2,1,0,1,46,46,14,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,1,2,1,0,3
2007,7,2,1,0,1,48,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,2,2,2,1
2007,7,2,1,0,1,50,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
2008,7,2,1,0,1,8,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,10,10,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,12,12,10,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,14,14,8,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,16,16,14,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,18,18,15,0,0,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,20,20,15,0,0,1,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,22,22,20,0,0,1,8,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,24,24,22,0,0,0,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,26,26,21,0,0,0,5,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,28,28,18,0,0,0,0,3,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,30,30,17,0,0,0,1,3,2,2,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,2,0,3,1,0,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,32,32,20,0,0,0,0,1,1,4,4,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,5,3,1,0,1,0,0,0,0,0,0,0,0
2008,7,2,1,0,1,34,34,19,0,0,0,0,0,1,3,2,4,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,5,1,1,1,1,0,0,0,0,0,0,0
2008,7,2,1,0,1,36,36,19,0,0,0,0,0,0,1,4,3,2,2,0,2,0,1,2,0,1,0,0,1,0,0,0,0,0,0,1,4,3,2,2,0,2,0,1,2,0,1,0,0,1
2008,7,2,1,0,1,38,38,20,0,0,0,0,0,0,0,1,1,3,5,2,2,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,1,3,5,2,2,0,1,1,2,0,1,0,1
2008,7,2,1,0,1,40,40,20,0,0,0,0,0,0,0,1,2,1,1,2,2,1,3,0,0,4,0,0,3,0,0,0,0,0,0,0,1,2,1,1,2,2,1,3,0,0,4,0,0,3
2008,7,2,1,0,1,42,42,17,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,1,1,3,1,0,4,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,1,1,3,1,0,4
2008,7,2,1,0,1,44,44,13,0,0,0,0,0,0,0,0,0,2,1,0,2,1,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,2,1,1,0,1,2,0,0,3
2008,7,2,1,0,1,46,46,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,0,1,1,3
2008,7,2,1,0,1,48,48,13,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,1,1,2,1,3
2008,7,2,1,0,1,50,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5
2008,7,2,1,0,1,52,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2009,7,2,1,0,1,10,10,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,12,12,7,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,14,14,12,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,16,16,13,0,0,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,18,18,18,0,0,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,20,20,17,0,0,3,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,22,22,22,0,0,0,7,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,24,24,20,0,0,0,2,2,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,26,26,21,0,0,0,1,3,10,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,28,28,26,0,0,0,1,0,12,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,12,5,6,1,0,0,0,1,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,30,30,22,0,0,0,0,1,5,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,8,3,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,2,1,0,1,32,32,25,0,0,0,0,0,2,6,5,6,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,6,3,0,1,0,2,0,0,0,0,0,0,0
2009,7,2,1,0,1,34,34,20,0,0,0,0,0,0,1,6,1,5,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,5,1,0,3,2,1,0,0,0,0,0,0
2009,7,2,1,0,1,36,36,24,0,0,0,0,0,0,1,3,1,2,2,7,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,3,1,2,2,7,2,1,1,1,1,0,1,1,0
2009,7,2,1,0,1,38,38,23,0,0,0,0,0,0,3,1,4,2,0,1,6,2,2,1,0,0,0,1,0,0,0,0,0,0,0,3,1,4,2,0,1,6,2,2,1,0,0,0,1,0
2009,7,2,1,0,1,40,40,23,0,0,0,0,0,0,0,2,2,2,2,3,3,2,0,0,1,1,2,0,3,0,0,0,0,0,0,0,2,2,2,2,3,3,2,0,0,1,1,2,0,3
2009,7,2,1,0,1,42,42,23,0,0,0,0,0,0,0,0,0,3,2,3,1,4,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,3,2,3,1,4,3,0,0,3,3,1,0
2009,7,2,1,0,1,44,44,14,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,2,3,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,2,3,0,0,4
2009,7,2,1,0,1,46,46,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,3,3,0,2
2009,7,2,1,0,1,48,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,6
2009,7,2,1,0,1,50,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,5
2009,7,2,1,0,1,52,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2009,7,2,1,0,1,54,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2010,7,2,1,0,1,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,10,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,12,12,15,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,14,14,13,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,16,16,15,0,2,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,18,18,18,0,0,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,20,20,21,0,0,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,22,22,21,0,0,1,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,24,24,22,0,0,0,6,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,26,26,19,0,0,0,2,5,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,28,28,21,0,0,0,1,2,2,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,8,4,3,1,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,30,30,24,0,0,0,0,1,4,7,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,5,5,2,0,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,32,32,24,0,0,0,0,0,2,9,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,4,3,1,0,0,0,0,0,0,0,0,0,0
2010,7,2,1,0,1,34,34,25,0,0,0,0,0,2,3,6,6,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,3,1,1,1,2,0,0,0,0,0,0,0
2010,7,2,1,0,1,36,36,21,0,0,0,0,0,0,1,2,4,3,2,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,2,3,2,1,1,2,0,0,0,0,0
2010,7,2,1,0,1,38,38,18,0,0,0,0,0,0,0,1,0,1,2,4,4,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,4,4,2,0,1,1,1,1,0,0
2010,7,2,1,0,1,40,40,22,0,0,0,0,0,0,0,0,0,4,3,0,3,7,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,4,3,0,3,7,0,1,1,0,1,0,2
2010,7,2,1,0,1,42,42,21,0,0,0,0,0,0,0,0,0,0,2,5,3,5,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,5,3,5,1,0,0,0,1,0,4
2010,7,2,1,0,1,44,44,16,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,0,2,1,2,0,3
2010,7,2,1,0,1,46,46,22,0,0,0,0,0,0,0,0,0,0,0,5,1,5,2,1,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,5,1,5,2,1,0,2,1,2,3
2010,7,2,1,0,1,48,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2
2010,7,2,1,0,1,50,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2
2010,7,2,1,0,1,52,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010,7,2,1,0,1,54,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,7,2,1,0,1,10,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,12,12,10,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,14,14,17,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,16,16,21,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,18,18,24,0,1,12,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,20,20,22,0,0,7,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,22,22,24,0,0,1,10,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,24,24,21,0,0,0,1,11,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,26,26,25,0,0,0,0,9,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,28,28,24,0,0,0,0,6,8,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,30,30,23,0,0,0,0,4,3,2,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,6,7,1,0,0,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,32,32,24,0,0,0,0,3,3,1,4,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,7,3,2,1,0,0,0,0,0,0,0,0,0
2011,7,2,1,0,1,34,34,23,0,0,0,0,1,0,2,4,4,2,4,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2,4,4,2,4,3,0,0,1,0,1,0,1,0,0
2011,7,2,1,0,1,36,36,24,0,0,0,0,0,0,3,1,3,2,6,3,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,3,1,3,2,6,3,1,2,1,0,2,0,0,0,0
2011,7,2,1,0,1,38,38,23,0,0,0,0,0,0,3,0,1,1,3,2,2,3,1,1,1,1,0,0,4,0,0,0,0,0,0,3,0,1,1,3,2,2,3,1,1,1,1,0,0,4
2011,7,2,1,0,1,40,40,21,0,0,0,0,0,0,0,0,1,3,0,2,6,1,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,6,1,3,1,2,1,1,0,0
2011,7,2,1,0,1,42,42,22,0,0,0,0,0,0,0,0,1,2,1,2,4,1,3,3,1,1,0,2,1,0,0,0,0,0,0,0,0,1,2,1,2,4,1,3,3,1,1,0,2,1
2011,7,2,1,0,1,44,44,13,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,5,0,2,0,2,0,0,1
2011,7,2,1,0,1,46,46,17,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,3,5,1,1,1
2011,7,2,1,0,1,48,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,1,3
2011,7,2,1,0,1,50,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5
2011,7,2,1,0,1,52,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,7,2,1,0,1,54,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,7,2,1,0,1,10,10,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,7,2,1,0,1,12,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
